POI_id,KG
1063103,63859
1063104,63860
1063105,63861
1063106,63862
1063107,63863
1063108,63864
1063109,63865
1063110,63866
1063111,63867
1063112,63868
1063113,63869
1063114,63870
1063115,63871
1063116,63872
1063117,63873
1063118,63874
1063119,63875
1063120,63876
1063121,63877
1063122,63878
1063123,63879
1063124,63880
1063134,63881
1063139,63882
1063140,63883
1063144,63884
1063147,63885
1063148,63886
1063152,63887
1063158,63888
1063167,63889
1063168,63890
1063169,63891
1063170,63892
1063171,63893
1063172,63894
1063173,63895
1063174,63896
1063175,63897
1063176,63898
1063177,63899
1063178,63900
1063179,63901
1063180,63902
1063181,63903
1063182,63904
1063183,63905
1063184,63906
1063185,63907
1063186,63908
1063187,63909
1063188,63910
1063189,63911
1063190,63912
1063191,63913
1063192,63914
1063193,63915
1063194,63916
1063195,63917
1063196,63918
1063197,63919
1063198,63920
1063199,63921
1063200,63922
1063201,63923
1063202,63924
1063203,63925
1063204,63926
1063205,63927
1063206,63928
1063207,63929
1063208,63930
1063209,63931
1063210,63932
1063211,63933
1063212,63934
1063213,63935
1063214,63936
1063215,63937
1063216,63938
1063217,63939
1063218,63940
1063219,63941
1063220,63942
1063221,63943
1063222,63944
1063223,63945
1063224,63946
1063225,63947
1063226,63948
1063227,63949
1063228,63950
1063229,63951
1063230,63952
1063231,63953
1063232,63954
1063233,63955
1063234,63956
1063235,63957
1063236,63958
1063237,63959
1063238,63960
1063239,63961
1063240,63962
1063241,63963
1063242,63964
1063243,63965
1063244,63966
1063245,63967
1063246,63968
1063247,63969
1063249,63970
1063250,63971
1063251,63972
1063252,63973
1063253,63974
1063254,63975
1063255,63976
1063256,63977
1063257,63978
1063258,63979
1063259,63980
1063260,63981
1063261,63982
1063262,63983
1063263,63984
1063264,63985
1063265,63986
1063266,63987
1063267,63988
1063268,63989
1063269,63990
1063270,63991
1063271,63992
1063272,63993
1063273,63994
1063274,63995
1063275,63996
1063276,63997
1063277,63998
1063278,63999
1063279,64000
1063280,64001
1063281,64002
1063282,64003
1063283,64004
1063284,64005
1063285,64006
1063286,64007
1063287,64008
1063288,64009
1063289,64010
1063290,64011
1063291,64012
1063292,64013
1063293,64014
1063294,64015
1063295,64016
1063296,64017
1063297,64018
1063298,64019
1063299,64020
1063300,64021
1063301,64022
1063302,64023
1063303,64024
1063304,64025
1063305,64026
1063306,64027
1063307,64028
1063308,64029
1063309,64030
1063310,64031
1063311,64032
1063312,64033
1063313,64034
1063319,64035
1063321,64036
1063322,64037
1063323,64038
1063324,64039
1063325,64040
1063326,64041
1063327,64042
1063331,64043
1063332,64044
1063334,64045
1063335,64046
1063336,64047
1063338,64048
1063340,64049
1063411,64050
1063414,64051
1063416,64052
1063419,64053
1063420,64054
1063423,64055
1063424,64056
1063427,64057
1063430,64058
1063435,64059
1063442,64060
1063454,64061
1063455,64062
1063457,64063
1063458,64064
1063460,64065
1063461,64066
1063462,64067
1063463,64068
1063464,64069
1063465,64070
1063466,64071
1063467,64072
1063468,64073
1063469,64074
1063470,64075
1063476,64076
1063477,64077
1063478,64078
1063479,64079
1063480,64080
1063582,64081
1063583,64082
1063587,64083
1063588,64084
1063592,64085
1063595,64086
1063599,64087
1063605,64088
1063611,64089
1063753,64090
1063754,64091
1063755,64092
1063758,64093
1063759,64094
1063761,64095
1063767,64096
1063770,64097
1063774,64098
1063776,64099
1063802,64100
1063803,64101
1063804,64102
1063862,64103
1063872,64104
1063895,64105
1063897,64106
1063903,64107
1063915,64108
1063917,64109
1063927,64110
1063943,64111
1063949,64112
1063950,64113
1063958,64114
1063962,64115
1063963,64116
1063977,64117
1063979,64118
1063983,64119
1063984,64120
1063985,64121
1063986,64122
1063987,64123
1063988,64124
1063989,64125
1063990,64126
1063991,64127
1063992,64128
1063993,64129
1063994,64130
1063995,64131
1063996,64132
1063997,64133
1063998,64134
1063999,64135
1064,64136
1064000,64137
1064001,64138
1064002,64139
1064003,64140
1064004,64141
1064005,64142
1064006,64143
1064007,64144
1064008,64145
1064009,64146
1064010,64147
1064011,64148
1064012,64149
1064013,64150
1064014,64151
1064015,64152
1064016,64153
1064017,64154
1064018,64155
1064019,64156
1064020,64157
1064021,64158
1064022,64159
1064023,64160
1064024,64161
1064025,64162
1064026,64163
1064027,64164
1064028,64165
1064029,64166
1064030,64167
1064031,64168
1064032,64169
1064033,64170
1064035,64171
1064036,64172
1064037,64173
1064038,64174
1064041,64175
1064171,64176
1064180,64177
1064183,64178
1064190,64179
1064192,64180
1064197,64181
1064200,64182
1064203,64183
1064207,64184
1064210,64185
1064212,64186
1064214,64187
1064217,64188
1064218,64189
1064219,64190
1064221,64191
1064224,64192
1064226,64193
1064229,64194
1064230,64195
1064244,64196
1064245,64197
1064246,64198
1064249,64199
1064250,64200
1064253,64201
1064256,64202
1064257,64203
1064258,64204
1064259,64205
1064260,64206
1064290,64207
1064291,64208
1064292,64209
1064323,64210
1064329,64211
1064334,64212
1064353,64213
1064379,64214
1064390,64215
1064391,64216
1064402,64217
1064405,64218
1064406,64219
1064407,64220
1064412,64221
1064421,64222
1064424,64223
1064427,64224
1064428,64225
1064448,64226
1064450,64227
1064452,64228
1064459,64229
1064461,64230
1064463,64231
1064465,64232
1064466,64233
1064467,64234
1064468,64235
1064469,64236
1064470,64237
1064471,64238
1064648,64239
1064649,64240
1064670,64241
1064672,64242
1064679,64243
1064724,64244
1064751,64245
1064764,64246
1064765,64247
1064766,64248
1064767,64249
1064768,64250
1064769,64251
1064770,64252
1064771,64253
1064772,64254
1064773,64255
1064774,64256
1064775,64257
1064776,64258
1064777,64259
1064778,64260
1064779,64261
1064783,64262
1064784,64263
1064785,64264
1064786,64265
1064787,64266
1064788,64267
1064789,64268
1064790,64269
1064793,64270
1064795,64271
10648,64272
1064801,64273
1064809,64274
1064822,64275
1064835,64276
1064913,64277
1064916,64278
1064922,64279
1064927,64280
1064936,64281
1064943,64282
1064944,64283
1064951,64284
1064955,64285
1064958,64286
1064960,64287
1064961,64288
1064963,64289
1064964,64290
1064965,64291
1064966,64292
1064968,64293
1064969,64294
1064970,64295
1064971,64296
1064972,64297
1064974,64298
1064979,64299
1064980,64300
1064981,64301
1064982,64302
1064983,64303
1064984,64304
1064985,64305
1064991,64306
1064993,64307
1065,64308
1065010,64309
1065021,64310
1065024,64311
1065029,64312
1065034,64313
1065040,64314
1065044,64315
1065045,64316
1065046,64317
1065048,64318
1065053,64319
1065054,64320
1065055,64321
1065057,64322
1065060,64323
1065065,64324
1065066,64325
1065067,64326
1065068,64327
1065069,64328
1065071,64329
1065093,64330
1065094,64331
1065095,64332
1065096,64333
1065097,64334
1065098,64335
1065099,64336
1065100,64337
1065101,64338
1065102,64339
1065103,64340
1065104,64341
1065108,64342
1065172,64343
1065173,64344
1065176,64345
1065177,64346
1065179,64347
1065180,64348
1065181,64349
1065182,64350
1065209,64351
1065214,64352
1065216,64353
1065221,64354
1065222,64355
1065223,64356
1065224,64357
1065225,64358
1065226,64359
1065227,64360
1065229,64361
1065231,64362
1065232,64363
1065239,64364
1065298,64365
1065307,64366
1065332,64367
1065347,64368
1065380,64369
1065385,64370
1065389,64371
1065402,64372
1065405,64373
1065408,64374
1065423,64375
1065426,64376
1065430,64377
1065434,64378
1065438,64379
1065441,64380
1065444,64381
1065447,64382
1065449,64383
1065451,64384
1065452,64385
1065453,64386
1065467,64387
1065476,64388
1065483,64389
1065497,64390
1065499,64391
1065500,64392
1065544,64393
1065551,64394
1065552,64395
1065553,64396
1065554,64397
1065555,64398
1065557,64399
1065558,64400
1065559,64401
1065562,64402
1065563,64403
1065564,64404
1065565,64405
1065575,64406
1065581,64407
1065585,64408
1065587,64409
1065660,64410
1065661,64411
1065662,64412
1065663,64413
1065664,64414
1065665,64415
1065666,64416
1065667,64417
1065668,64418
1065669,64419
1065670,64420
1065671,64421
1065672,64422
1065673,64423
1065674,64424
1065675,64425
1065676,64426
1065681,64427
1065685,64428
1065693,64429
1065710,64430
1065720,64431
1065724,64432
1065728,64433
1065729,64434
1065732,64435
1065742,64436
1065746,64437
1065747,64438
1065748,64439
1065749,64440
1065751,64441
1065752,64442
1065754,64443
1065755,64444
1065756,64445
1065757,64446
1065758,64447
1065760,64448
1065761,64449
1065762,64450
1065763,64451
1065765,64452
1065766,64453
1065767,64454
1065770,64455
1065771,64456
1065772,64457
1065774,64458
1065776,64459
1065777,64460
1065778,64461
1065779,64462
1065780,64463
1065785,64464
1065786,64465
1065787,64466
1065788,64467
1065789,64468
1065790,64469
1065791,64470
1065792,64471
1065793,64472
1065794,64473
1065795,64474
1065803,64475
1065806,64476
1065807,64477
1065808,64478
1065809,64479
1065810,64480
1065811,64481
1065812,64482
1065813,64483
1065814,64484
1065815,64485
1065816,64486
1065817,64487
1065818,64488
1065819,64489
1065820,64490
1065821,64491
1065822,64492
1065823,64493
1065824,64494
1065825,64495
1065826,64496
1065827,64497
1065828,64498
1065829,64499
1065830,64500
1065831,64501
1065832,64502
1065833,64503
1065834,64504
1065835,64505
1065836,64506
1065837,64507
1065838,64508
1065839,64509
1065840,64510
1065841,64511
1065842,64512
1065843,64513
1065844,64514
1065845,64515
1065846,64516
1065847,64517
1065848,64518
1065849,64519
1065850,64520
1065851,64521
1065852,64522
1065853,64523
1065854,64524
1065855,64525
1065856,64526
1065857,64527
1065858,64528
1065859,64529
1065860,64530
1065861,64531
1065862,64532
1065863,64533
1065864,64534
1065865,64535
1065866,64536
1065867,64537
1065868,64538
1065869,64539
1065870,64540
1065871,64541
1065872,64542
1065873,64543
1065874,64544
1065875,64545
1065876,64546
1065877,64547
1065878,64548
1065879,64549
1065880,64550
1065881,64551
1065882,64552
1065883,64553
1065884,64554
1065885,64555
1065886,64556
1065887,64557
1065888,64558
1065889,64559
1065890,64560
1065907,64561
1065908,64562
1065918,64563
1065919,64564
1065929,64565
1065931,64566
1065936,64567
1065942,64568
1066,64569
1066296,64570
1066444,64571
106671,64572
1067,64573
1067139,64574
1067838,64575
1067839,64576
1068,64577
1068550,64578
1068552,64579
1068553,64580
1068554,64581
1068555,64582
1068556,64583
1068557,64584
1068559,64585
1068698,64586
1068707,64587
1068791,64588
1069,64589
106973,64590
106974,64591
106975,64592
106976,64593
106977,64594
106978,64595
106979,64596
106980,64597
106981,64598
106982,64599
106983,64600
106985,64601
106986,64602
106987,64603
106988,64604
106989,64605
107,64606
1070,64607
1070547,64608
1070553,64609
1070554,64610
1070558,64611
1070559,64612
1070562,64613
1070563,64614
1070571,64615
1070950,64616
1071,64617
1071007,64618
1071027,64619
1071031,64620
1071032,64621
1071033,64622
1071034,64623
1071035,64624
1071036,64625
1071037,64626
1071038,64627
1071039,64628
1071042,64629
1071043,64630
1071047,64631
1071049,64632
1071051,64633
1071052,64634
1071099,64635
1071907,64636
1071925,64637
1071982,64638
1071984,64639
1071999,64640
1072,64641
1072000,64642
1072002,64643
1072004,64644
1072006,64645
1072007,64646
1072055,64647
1072057,64648
1072081,64649
1072082,64650
1072083,64651
1072084,64652
1072085,64653
1072086,64654
1072087,64655
1072088,64656
1072089,64657
1072091,64658
1072092,64659
1072093,64660
1072094,64661
1072095,64662
1072096,64663
1072097,64664
1072158,64665
1072184,64666
1072185,64667
1072186,64668
1072187,64669
1072188,64670
1072189,64671
1072192,64672
1072193,64673
1072194,64674
1072195,64675
1072196,64676
1072198,64677
1072199,64678
1072202,64679
1072203,64680
1072204,64681
1072205,64682
1072206,64683
1072207,64684
1072208,64685
1072210,64686
1072213,64687
1072218,64688
1072219,64689
1072221,64690
1072222,64691
1072223,64692
1072224,64693
1072225,64694
1072226,64695
1072227,64696
1072231,64697
1072232,64698
1072242,64699
1072243,64700
1072244,64701
1072247,64702
1072248,64703
1072249,64704
1072250,64705
1072251,64706
1072255,64707
1072259,64708
1072260,64709
1072262,64710
1072265,64711
1072268,64712
1072275,64713
1072276,64714
1072279,64715
1072280,64716
1072281,64717
1072283,64718
1072284,64719
1072288,64720
1072293,64721
1072295,64722
1072296,64723
1072297,64724
1072298,64725
1072299,64726
1072300,64727
1072301,64728
1072303,64729
1072305,64730
1072308,64731
1072309,64732
1072310,64733
1072314,64734
1072315,64735
1072316,64736
1072317,64737
1072318,64738
1072319,64739
1072320,64740
1072321,64741
1072322,64742
1072323,64743
1072324,64744
1072327,64745
1072329,64746
1072330,64747
1072331,64748
1072342,64749
1072344,64750
1072347,64751
1072351,64752
1072352,64753
1072360,64754
1072362,64755
1072363,64756
1072864,64757
1072865,64758
1072868,64759
1072873,64760
1072874,64761
1072875,64762
1072876,64763
1072877,64764
1072878,64765
1072879,64766
1072881,64767
1072897,64768
1072898,64769
1072903,64770
1072904,64771
1072911,64772
1072912,64773
1072913,64774
1072914,64775
1072916,64776
1072919,64777
1072922,64778
1072932,64779
1072933,64780
1072934,64781
1072935,64782
1072936,64783
1072938,64784
1072939,64785
1072940,64786
1072941,64787
1072953,64788
1072955,64789
1072956,64790
1072957,64791
1072958,64792
1072959,64793
1072960,64794
1073,64795
1073019,64796
1073177,64797
1073183,64798
1073190,64799
1073410,64800
107342,64801
107344,64802
1073457,64803
1073458,64804
1073463,64805
1073469,64806
1073487,64807
1073494,64808
1073496,64809
1073497,64810
1073498,64811
1073499,64812
1073500,64813
1073501,64814
1073502,64815
1073503,64816
1073504,64817
1073505,64818
1073506,64819
1073507,64820
1073508,64821
1073509,64822
1073510,64823
1073511,64824
1073512,64825
1073513,64826
1073514,64827
1073515,64828
1073516,64829
1073517,64830
1073521,64831
1073522,64832
1073523,64833
1073524,64834
1073525,64835
1073526,64836
1073527,64837
1073528,64838
1073530,64839
1073531,64840
1073532,64841
1073533,64842
1073534,64843
1073535,64844
1073536,64845
1073537,64846
1073538,64847
1073539,64848
1073540,64849
1073541,64850
1073542,64851
1073543,64852
1073544,64853
1073545,64854
1073546,64855
1073547,64856
1073548,64857
1073549,64858
1073550,64859
1073551,64860
1073552,64861
1073553,64862
1073554,64863
1073555,64864
1073556,64865
1073557,64866
1073558,64867
1073559,64868
1073560,64869
1073561,64870
1073562,64871
1073563,64872
1073564,64873
1073566,64874
1073567,64875
1073568,64876
1073569,64877
1073570,64878
1073582,64879
1073584,64880
1073585,64881
1073586,64882
1073587,64883
1073588,64884
1073589,64885
1073590,64886
1073591,64887
1073592,64888
1073593,64889
1073594,64890
1073595,64891
1073597,64892
1073598,64893
1073599,64894
1073603,64895
1073604,64896
1073608,64897
1073609,64898
1073610,64899
1073611,64900
1073612,64901
1073613,64902
1073614,64903
1073616,64904
1073617,64905
1073618,64906
1073621,64907
1073624,64908
1073625,64909
1073626,64910
1073627,64911
1073628,64912
1073629,64913
1073634,64914
1073635,64915
1073637,64916
1073638,64917
1073639,64918
1073642,64919
1073643,64920
1073644,64921
