2024-04-27 21:28:31 INFO     Saving logs in: ./logs/CHI/04_27/RefH_21_28_31
2024-04-27 21:28:33 INFO     	 (140602, 26, 140602)
2024-04-27 22:40:29 INFO     	 Epoch 71 | average valid loss: 0.0229
2024-04-27 22:42:08 INFO     	 valid MR: 2397.74 | MRR: 0.518 | H@1: 0.456 | H@3: 0.549 | H@10: 0.644
2024-04-27 22:42:43 INFO     	 Epoch 72 | average train loss: 0.0295
2024-04-27 22:42:44 INFO     	 Epoch 72 | average valid loss: 0.0228
2024-04-27 22:43:19 INFO     	 Epoch 73 | average train loss: 0.0295
2024-04-27 22:43:20 INFO     	 Epoch 73 | average valid loss: 0.0227
2024-04-27 22:43:55 INFO     	 Epoch 74 | average train loss: 0.0294
2024-04-27 22:43:56 INFO     	 Epoch 74 | average valid loss: 0.0226
2024-04-27 22:45:56 INFO     	 valid MR: 2345.77 | MRR: 0.515 | H@1: 0.452 | H@3: 0.545 | H@10: 0.643
2024-04-27 22:46:32 INFO     	 Epoch 75 | average train loss: 0.0295
2024-04-27 22:46:33 INFO     	 Epoch 75 | average valid loss: 0.0226
2024-04-27 22:47:08 INFO     	 Epoch 76 | average train loss: 0.0294
2024-04-27 22:47:09 INFO     	 Epoch 76 | average valid loss: 0.0225
2024-04-27 22:47:44 INFO     	 Epoch 77 | average train loss: 0.0293
2024-04-27 22:47:45 INFO     	 Epoch 77 | average valid loss: 0.0224
2024-04-27 22:49:27 INFO     	 valid MR: 2383.98 | MRR: 0.515 | H@1: 0.453 | H@3: 0.544 | H@10: 0.640
2024-04-27 22:50:03 INFO     	 Epoch 78 | average train loss: 0.0300
2024-04-27 22:50:04 INFO     	 Epoch 78 | average valid loss: 0.0224
2024-04-27 22:50:39 INFO     	 Epoch 79 | average train loss: 0.0296
2024-04-27 22:50:40 INFO     	 Epoch 79 | average valid loss: 0.0223
2024-04-27 22:51:15 INFO     	 Epoch 80 | average train loss: 0.0294
2024-04-27 22:51:15 INFO     	 Epoch 80 | average valid loss: 0.0222
2024-04-27 22:53:16 INFO     	 valid MR: 2290.99 | MRR: 0.517 | H@1: 0.458 | H@3: 0.544 | H@10: 0.634
2024-04-27 22:53:52 INFO     	 Epoch 81 | average train loss: 0.0293
2024-04-27 22:53:53 INFO     	 Epoch 81 | average valid loss: 0.0222
2024-04-27 22:54:28 INFO     	 Epoch 82 | average train loss: 0.0292
2024-04-27 22:54:29 INFO     	 Epoch 82 | average valid loss: 0.0221
2024-04-27 22:55:04 INFO     	 Epoch 83 | average train loss: 0.0292
2024-04-27 22:55:05 INFO     	 Epoch 83 | average valid loss: 0.0220
2024-04-27 22:57:15 INFO     	 valid MR: 2251.06 | MRR: 0.513 | H@1: 0.453 | H@3: 0.540 | H@10: 0.633
2024-04-27 22:57:51 INFO     	 Epoch 84 | average train loss: 0.0292
2024-04-27 22:57:51 INFO     	 Epoch 84 | average valid loss: 0.0220
2024-04-27 22:58:27 INFO     	 Epoch 85 | average train loss: 0.0292
2024-04-27 22:58:27 INFO     	 Epoch 85 | average valid loss: 0.0219
2024-04-27 22:59:03 INFO     	 Epoch 86 | average train loss: 0.0297
2024-04-27 22:59:04 INFO     	 Epoch 86 | average valid loss: 0.0226
2024-04-27 23:00:53 INFO     	 valid MR: 2219.43 | MRR: 0.507 | H@1: 0.451 | H@3: 0.531 | H@10: 0.621
2024-04-27 23:00:53 INFO     	 Early stopping
2024-04-27 23:00:53 INFO     	 Optimization finished
2024-04-27 23:00:53 INFO     	 Loading best model saved at epoch 56
2024-04-27 23:02:44 INFO     	 valid MR: 2703.07 | MRR: 0.523 | H@1: 0.456 | H@3: 0.560 | H@10: 0.653
2024-04-27 23:04:35 INFO     	 test MR: 2717.95 | MRR: 0.518 | H@1: 0.451 | H@3: 0.555 | H@10: 0.649
