2024-09-03 19:23:30 INFO     Saving logs in: ./logs\NYC\09_03\GIE_19_23_30
2024-09-03 19:23:31 INFO     	 (236287, 26, 236287)
2024-09-04 01:51:41 INFO     	 Epoch 39 | average valid loss: 0.0163
2024-09-04 01:54:25 INFO     	 Epoch 40 | average train loss: 0.0275
2024-09-04 01:54:26 INFO     	 Epoch 40 | average valid loss: 0.0163
2024-09-04 01:57:10 INFO     	 Epoch 41 | average train loss: 0.0274
2024-09-04 01:57:11 INFO     	 Epoch 41 | average valid loss: 0.0163
2024-09-04 02:18:28 INFO     	 valid MR: 3194.72 | MRR: 0.558 | H@1: 0.509 | H@3: 0.581 | H@10: 0.654
2024-09-04 02:21:12 INFO     	 Epoch 42 | average train loss: 0.0274
2024-09-04 02:21:13 INFO     	 Epoch 42 | average valid loss: 0.0163
2024-09-04 02:23:57 INFO     	 Epoch 43 | average train loss: 0.0274
2024-09-04 02:23:58 INFO     	 Epoch 43 | average valid loss: 0.0162
2024-09-04 02:26:42 INFO     	 Epoch 44 | average train loss: 0.0274
2024-09-04 02:26:43 INFO     	 Epoch 44 | average valid loss: 0.0162
2024-09-04 02:48:01 INFO     	 valid MR: 3189.49 | MRR: 0.561 | H@1: 0.516 | H@3: 0.580 | H@10: 0.652
2024-09-04 02:50:45 INFO     	 Epoch 45 | average train loss: 0.0274
2024-09-04 02:50:46 INFO     	 Epoch 45 | average valid loss: 0.0162
2024-09-04 02:53:30 INFO     	 Epoch 46 | average train loss: 0.0274
2024-09-04 02:53:32 INFO     	 Epoch 46 | average valid loss: 0.0162
2024-09-04 02:56:16 INFO     	 Epoch 47 | average train loss: 0.0274
2024-09-04 02:56:17 INFO     	 Epoch 47 | average valid loss: 0.0162
2024-09-04 03:17:42 INFO     	 valid MR: 3179.70 | MRR: 0.555 | H@1: 0.509 | H@3: 0.576 | H@10: 0.647
2024-09-04 03:20:27 INFO     	 Epoch 48 | average train loss: 0.0274
2024-09-04 03:20:28 INFO     	 Epoch 48 | average valid loss: 0.0162
2024-09-04 03:23:12 INFO     	 Epoch 49 | average train loss: 0.0274
2024-09-04 03:23:13 INFO     	 Epoch 49 | average valid loss: 0.0162
2024-09-04 03:25:57 INFO     	 Epoch 50 | average train loss: 0.0273
2024-09-04 03:25:58 INFO     	 Epoch 50 | average valid loss: 0.0162
2024-09-04 03:47:25 INFO     	 valid MR: 3182.29 | MRR: 0.555 | H@1: 0.510 | H@3: 0.574 | H@10: 0.644
2024-09-04 03:50:09 INFO     	 Epoch 51 | average train loss: 0.0274
2024-09-04 03:50:10 INFO     	 Epoch 51 | average valid loss: 0.0162
2024-09-04 03:52:54 INFO     	 Epoch 52 | average train loss: 0.0273
2024-09-04 03:52:55 INFO     	 Epoch 52 | average valid loss: 0.0162
2024-09-04 03:55:39 INFO     	 Epoch 53 | average train loss: 0.0273
2024-09-04 03:55:40 INFO     	 Epoch 53 | average valid loss: 0.0162
2024-09-04 04:17:02 INFO     	 valid MR: 3224.39 | MRR: 0.556 | H@1: 0.511 | H@3: 0.575 | H@10: 0.642
2024-09-04 04:19:46 INFO     	 Epoch 54 | average train loss: 0.0273
2024-09-04 04:19:47 INFO     	 Epoch 54 | average valid loss: 0.0161
2024-09-04 04:22:31 INFO     	 Epoch 55 | average train loss: 0.0273
2024-09-04 04:22:32 INFO     	 Epoch 55 | average valid loss: 0.0162
2024-09-04 04:25:15 INFO     	 Epoch 56 | average train loss: 0.0273
2024-09-04 04:25:16 INFO     	 Epoch 56 | average valid loss: 0.0162
2024-09-04 04:46:40 INFO     	 valid MR: 3191.66 | MRR: 0.554 | H@1: 0.513 | H@3: 0.568 | H@10: 0.638
2024-09-04 04:49:23 INFO     	 Epoch 57 | average train loss: 0.0273
2024-09-04 04:49:25 INFO     	 Epoch 57 | average valid loss: 0.0162
2024-09-04 04:52:08 INFO     	 Epoch 58 | average train loss: 0.0273
2024-09-04 04:52:09 INFO     	 Epoch 58 | average valid loss: 0.0161
2024-09-04 04:54:53 INFO     	 Epoch 59 | average train loss: 0.0273
2024-09-04 04:54:54 INFO     	 Epoch 59 | average valid loss: 0.0161
2024-09-04 05:16:19 INFO     	 valid MR: 3207.73 | MRR: 0.554 | H@1: 0.510 | H@3: 0.572 | H@10: 0.637
2024-09-04 05:16:19 INFO     	 Early stopping
2024-09-04 05:16:19 INFO     	 Optimization finished
2024-09-04 05:16:19 INFO     	 Loading best model saved at epoch 29
2024-09-04 05:37:49 INFO     	 valid MR: 3241.03 | MRR: 0.568 | H@1: 0.514 | H@3: 0.595 | H@10: 0.675
2024-09-04 05:59:16 INFO     	 test MR: 3228.41 | MRR: 0.569 | H@1: 0.515 | H@3: 0.595 | H@10: 0.677
