road_id,KG
100733,125986
100734,125987
100735,125988
100736,125989
100737,125990
100738,125991
100739,125992
10074,125993
100740,125994
100741,125995
100742,125996
100743,125997
100744,125998
100745,125999
100746,126000
100747,126001
100748,126002
100749,126003
100750,126004
100751,126005
100752,126006
100753,126007
100754,126008
100755,126009
100756,126010
100757,126011
100758,126012
100759,126013
100760,126014
100761,126015
100766,126016
100767,126017
10077,126018
100774,126019
100775,126020
100776,126021
100777,126022
100778,126023
10078,126024
100781,126025
100782,126026
100783,126027
100784,126028
100785,126029
100786,126030
100787,126031
100788,126032
100789,126033
10079,126034
100790,126035
100791,126036
100792,126037
100793,126038
100794,126039
100795,126040
100796,126041
100797,126042
100798,126043
100799,126044
1008,126045
100800,126046
100801,126047
100802,126048
100805,126049
100806,126050
100807,126051
100808,126052
100809,126053
100812,126054
100813,126055
100814,126056
100815,126057
100816,126058
100817,126059
100818,126060
100819,126061
10082,126062
100822,126063
100823,126064
10083,126065
100830,126066
100831,126067
100832,126068
100833,126069
100834,126070
100835,126071
100836,126072
100837,126073
10084,126074
100840,126075
100841,126076
100842,126077
100843,126078
100844,126079
100845,126080
100846,126081
100847,126082
100848,126083
100849,126084
10085,126085
100850,126086
100851,126087
100852,126088
100853,126089
100854,126090
100855,126091
100856,126092
100857,126093
100858,126094
100859,126095
100860,126096
100861,126097
100862,126098
100863,126099
100864,126100
100865,126101
100866,126102
100867,126103
100868,126104
100869,126105
10087,126106
100870,126107
100871,126108
100872,126109
100873,126110
100874,126111
100875,126112
100876,126113
100877,126114
100878,126115
100879,126116
10088,126117
100880,126118
100881,126119
100882,126120
100883,126121
100884,126122
100885,126123
100886,126124
100887,126125
100888,126126
100889,126127
10089,126128
100890,126129
100891,126130
100892,126131
100893,126132
100894,126133
100895,126134
1009,126135
10090,126136
100900,126137
100901,126138
100902,126139
100903,126140
100904,126141
100905,126142
100906,126143
100907,126144
100908,126145
100909,126146
10091,126147
100910,126148
100911,126149
100912,126150
100913,126151
100914,126152
100915,126153
100917,126154
100918,126155
100919,126156
10092,126157
100920,126158
100921,126159
100922,126160
100923,126161
100924,126162
100925,126163
100926,126164
100927,126165
100928,126166
100929,126167
10093,126168
100930,126169
100931,126170
100932,126171
100933,126172
100936,126173
100937,126174
100938,126175
100939,126176
10094,126177
100940,126178
100941,126179
100942,126180
100943,126181
100944,126182
100945,126183
100946,126184
100947,126185
100948,126186
100949,126187
10095,126188
100950,126189
100951,126190
100952,126191
100953,126192
100954,126193
100955,126194
100956,126195
100957,126196
100958,126197
100959,126198
10096,126199
100964,126200
100965,126201
100966,126202
100967,126203
100968,126204
100969,126205
10097,126206
100970,126207
100971,126208
100972,126209
100973,126210
100974,126211
100975,126212
100978,126213
100979,126214
10098,126215
100980,126216
100981,126217
100982,126218
100983,126219
100984,126220
100985,126221
100986,126222
100987,126223
100988,126224
100989,126225
10099,126226
100990,126227
100991,126228
100992,126229
100993,126230
100995,126231
100996,126232
100999,126233
101,126234
1010,126235
10100,126236
101002,126237
101003,126238
101004,126239
101005,126240
101006,126241
101007,126242
101008,126243
101009,126244
101010,126245
101011,126246
101012,126247
101013,126248
101014,126249
101015,126250
101016,126251
101017,126252
101018,126253
101019,126254
101024,126255
101025,126256
101026,126257
101027,126258
101028,126259
101029,126260
10103,126261
101030,126262
101031,126263
101032,126264
101033,126265
101034,126266
101035,126267
101038,126268
101039,126269
10104,126270
101040,126271
101041,126272
101042,126273
101043,126274
101044,126275
101045,126276
101046,126277
101047,126278
101048,126279
101049,126280
10105,126281
101050,126282
101051,126283
101052,126284
101053,126285
101056,126286
101057,126287
101058,126288
101059,126289
10106,126290
101060,126291
101061,126292
101063,126293
101064,126294
101067,126295
101068,126296
101069,126297
10107,126298
101070,126299
101073,126300
101074,126301
101077,126302
101078,126303
10108,126304
101081,126305
101082,126306
101085,126307
101086,126308
101089,126309
10109,126310
101090,126311
101093,126312
101094,126313
101097,126314
101098,126315
1011,126316
10110,126317
101101,126318
101102,126319
101105,126320
101106,126321
101109,126322
10111,126323
101110,126324
101113,126325
101114,126326
101117,126327
101118,126328
101119,126329
10112,126330
101120,126331
101121,126332
101122,126333
101123,126334
101124,126335
101125,126336
101126,126337
101127,126338
101128,126339
101129,126340
10113,126341
101130,126342
101131,126343
101132,126344
101135,126345
101136,126346
101139,126347
101140,126348
101145,126349
101146,126350
101147,126351
101148,126352
101149,126353
101150,126354
101155,126355
101156,126356
101157,126357
101158,126358
101159,126359
101160,126360
101161,126361
101162,126362
101163,126363
101164,126364
101165,126365
101166,126366
101167,126367
101168,126368
10117,126369
101171,126370
101172,126371
101175,126372
101176,126373
101177,126374
101178,126375
101179,126376
10118,126377
101180,126378
101181,126379
101182,126380
101183,126381
101184,126382
101185,126383
101186,126384
101187,126385
101188,126386
101189,126387
10119,126388
101190,126389
101193,126390
101194,126391
101196,126392
101197,126393
10120,126394
101200,126395
101201,126396
101202,126397
101203,126398
101204,126399
101205,126400
101206,126401
101207,126402
10121,126403
101210,126404
101211,126405
101212,126406
101213,126407
101214,126408
101215,126409
101218,126410
101219,126411
101220,126412
101221,126413
101222,126414
101223,126415
101224,126416
101225,126417
101226,126418
101227,126419
101228,126420
101229,126421
101230,126422
101231,126423
101232,126424
101233,126425
101234,126426
101235,126427
101236,126428
101237,126429
101238,126430
101239,126431
10124,126432
101242,126433
101243,126434
101244,126435
101245,126436
101246,126437
101247,126438
101248,126439
101249,126440
10125,126441
101250,126442
101251,126443
101252,126444
101253,126445
101254,126446
101255,126447
101256,126448
101257,126449
101258,126450
101259,126451
10126,126452
101260,126453
101261,126454
101262,126455
101263,126456
101265,126457
101266,126458
101267,126459
101268,126460
101269,126461
10127,126462
101273,126463
101274,126464
101275,126465
101277,126466
101278,126467
101279,126468
101280,126469
101282,126470
101283,126471
101284,126472
101285,126473
101286,126474
101287,126475
101288,126476
101289,126477
101290,126478
101291,126479
101293,126480
101294,126481
101295,126482
101298,126483
101299,126484
1013,126485
10130,126486
101302,126487
101304,126488
101305,126489
101306,126490
101307,126491
101308,126492
101309,126493
10131,126494
101310,126495
101316,126496
101317,126497
101318,126498
101319,126499
10132,126500
101320,126501
101321,126502
101322,126503
101323,126504
101324,126505
101325,126506
101326,126507
101327,126508
101328,126509
101329,126510
10133,126511
101330,126512
101331,126513
101332,126514
101333,126515
101334,126516
101335,126517
101336,126518
101337,126519
101338,126520
101339,126521
10134,126522
10135,126523
101350,126524
101351,126525
101354,126526
101355,126527
101356,126528
101357,126529
101358,126530
101359,126531
10136,126532
101364,126533
101365,126534
101368,126535
10137,126536
101370,126537
101371,126538
101372,126539
101373,126540
101374,126541
101379,126542
101380,126543
101381,126544
101382,126545
101385,126546
101386,126547
101387,126548
101388,126549
101389,126550
101390,126551
101391,126552
101392,126553
101395,126554
101396,126555
101399,126556
1014,126557
101400,126558
101401,126559
101402,126560
101403,126561
101404,126562
101409,126563
101410,126564
101411,126565
101412,126566
101413,126567
101414,126568
101415,126569
101416,126570
101417,126571
101418,126572
10142,126573
101420,126574
101421,126575
101422,126576
101423,126577
101424,126578
101425,126579
101426,126580
101427,126581
10143,126582
101430,126583
101433,126584
101434,126585
101436,126586
101438,126587
10144,126588
101440,126589
101441,126590
101443,126591
101444,126592
101445,126593
101446,126594
101447,126595
101449,126596
10145,126597
101451,126598
101452,126599
101453,126600
101455,126601
101457,126602
101459,126603
10146,126604
101460,126605
101461,126606
101462,126607
101463,126608
101464,126609
101465,126610
101466,126611
101467,126612
101468,126613
101469,126614
10147,126615
101470,126616
101471,126617
101472,126618
101473,126619
101474,126620
101475,126621
101476,126622
101477,126623
101478,126624
101479,126625
101480,126626
101481,126627
101482,126628
101483,126629
101484,126630
101485,126631
101486,126632
101487,126633
101488,126634
101489,126635
101490,126636
101491,126637
101492,126638
101493,126639
101494,126640
101495,126641
101496,126642
101497,126643
101498,126644
101499,126645
1015,126646
10150,126647
101500,126648
101501,126649
101502,126650
101503,126651
101504,126652
101505,126653
101506,126654
101507,126655
101508,126656
101509,126657
10151,126658
101510,126659
101511,126660
101513,126661
101514,126662
101519,126663
10152,126664
101520,126665
101521,126666
101522,126667
101523,126668
101524,126669
101525,126670
101526,126671
101527,126672
101528,126673
101529,126674
10153,126675
101530,126676
101531,126677
101532,126678
101533,126679
101534,126680
101535,126681
101536,126682
101537,126683
101538,126684
101539,126685
101540,126686
101541,126687
101542,126688
101543,126689
101544,126690
101545,126691
101546,126692
101547,126693
101548,126694
101549,126695
10155,126696
101550,126697
101553,126698
101554,126699
101555,126700
101556,126701
101557,126702
101558,126703
101563,126704
101564,126705
101565,126706
101566,126707
101567,126708
101568,126709
101569,126710
101570,126711
101571,126712
101572,126713
101573,126714
101574,126715
101575,126716
101576,126717
101577,126718
101578,126719
101579,126720
10158,126721
101580,126722
101583,126723
101584,126724
101589,126725
10159,126726
101590,126727
101595,126728
101596,126729
101597,126730
101598,126731
10160,126732
101603,126733
101604,126734
101605,126735
101606,126736
101607,126737
101608,126738
10161,126739
101613,126740
101614,126741
101615,126742
101616,126743
10162,126744
101625,126745
101626,126746
101627,126747
101628,126748
10163,126749
101633,126750
101634,126751
101641,126752
101642,126753
101645,126754
101646,126755
101649,126756
101650,126757
101651,126758
101652,126759
101653,126760
101654,126761
101655,126762
101656,126763
101657,126764
101658,126765
101659,126766
10166,126767
101660,126768
101663,126769
101664,126770
101665,126771
101666,126772
101667,126773
101668,126774
101669,126775
10167,126776
101671,126777
101672,126778
101676,126779
101677,126780
101678,126781
101679,126782
10168,126783
101680,126784
101681,126785
101682,126786
101683,126787
101684,126788
101685,126789
101686,126790
101687,126791
10169,126792
101690,126793
101691,126794
101692,126795
101693,126796
101698,126797
101699,126798
1017,126799
10170,126800
101700,126801
101701,126802
101702,126803
101703,126804
101706,126805
101707,126806
101708,126807
101709,126808
10171,126809
101710,126810
101711,126811
101712,126812
101713,126813
101714,126814
101715,126815
101716,126816
101717,126817
101718,126818
101719,126819
10172,126820
101720,126821
101721,126822
101724,126823
101725,126824
101726,126825
101727,126826
101728,126827
101729,126828
10173,126829
101730,126830
101731,126831
101734,126832
101735,126833
101739,126834
101740,126835
101741,126836
101742,126837
101743,126838
101746,126839
101747,126840
101748,126841
101749,126842
101750,126843
101751,126844
101752,126845
101753,126846
101754,126847
101755,126848
101756,126849
101757,126850
101758,126851
101759,126852
10176,126853
101760,126854
101761,126855
101762,126856
101763,126857
101764,126858
101765,126859
101766,126860
101767,126861
101768,126862
101769,126863
10177,126864
101772,126865
101773,126866
101774,126867
101775,126868
101776,126869
101777,126870
101778,126871
101779,126872
10178,126873
101780,126874
101781,126875
101782,126876
101783,126877
101784,126878
101785,126879
101788,126880
101789,126881
10179,126882
101792,126883
101793,126884
101794,126885
101795,126886
101796,126887
101797,126888
101798,126889
101799,126890
1018,126891
10180,126892
101800,126893
101801,126894
101802,126895
101803,126896
101804,126897
101805,126898
101806,126899
101807,126900
101808,126901
101809,126902
10181,126903
101810,126904
101811,126905
101813,126906
101814,126907
101815,126908
101816,126909
101817,126910
101818,126911
10182,126912
101823,126913
101824,126914
101825,126915
101826,126916
101827,126917
101828,126918
10183,126919
101837,126920
101838,126921
101839,126922
10184,126923
101840,126924
101843,126925
101844,126926
101845,126927
101846,126928
101847,126929
101848,126930
101849,126931
101850,126932
101851,126933
101852,126934
101853,126935
101854,126936
101855,126937
101856,126938
101859,126939
10186,126940
101860,126941
101861,126942
101862,126943
101863,126944
101864,126945
101865,126946
101866,126947
101867,126948
101868,126949
101869,126950
101870,126951
101871,126952
101872,126953
101873,126954
101874,126955
101875,126956
101876,126957
101877,126958
101878,126959
101879,126960
10188,126961
101880,126962
101881,126963
101882,126964
101883,126965
101884,126966
101885,126967
101888,126968
101889,126969
101890,126970
101891,126971
101892,126972
101893,126973
101894,126974
1019,126975
10190,126976
101900,126977
101901,126978
101902,126979
101903,126980
101904,126981
101905,126982
101906,126983
101907,126984
101908,126985
101909,126986
10191,126987
101910,126988
101911,126989
101913,126990
101914,126991
101916,126992
101917,126993
101918,126994
101919,126995
101920,126996
101921,126997
101922,126998
101923,126999
101924,127000
101927,127001
101928,127002
101931,127003
101932,127004
101933,127005
101934,127006
101935,127007
101936,127008
101937,127009
101938,127010
101941,127011
101942,127012
101945,127013
101946,127014
101949,127015
10195,127016
101950,127017
101951,127018
101952,127019
101953,127020
101954,127021
101955,127022
101956,127023
101959,127024
101960,127025
101963,127026
101964,127027
101965,127028
101966,127029
101969,127030
101970,127031
101975,127032
101976,127033
101977,127034
101978,127035
10198,127036
101981,127037
101982,127038
101983,127039
101984,127040
101985,127041
101986,127042
101987,127043
101988,127044
101989,127045
101996,127046
101997,127047
102,127048
1020,127049
102000,127050
102001,127051
102002,127052
102003,127053
102004,127054
102005,127055
102006,127056
102007,127057
102008,127058
102009,127059
102012,127060
102013,127061
102015,127062
102016,127063
102019,127064
10202,127065
102020,127066
102021,127067
102022,127068
102023,127069
102024,127070
102027,127071
102028,127072
102029,127073
10203,127074
102030,127075
102033,127076
102034,127077
102039,127078
10204,127079
102040,127080
102043,127081
102044,127082
102045,127083
102046,127084
102047,127085
102048,127086
10205,127087
102055,127088
102056,127089
102063,127090
102064,127091
102067,127092
102068,127093
102069,127094
10207,127095
102070,127096
102072,127097
102073,127098
102074,127099
102075,127100
102076,127101
102077,127102
102078,127103
102079,127104
102080,127105
102081,127106
102082,127107
102083,127108
102084,127109
102085,127110
102086,127111
102087,127112
102088,127113
10209,127114
102097,127115
102098,127116
1021,127117
10210,127118
102101,127119
102102,127120
102107,127121
102108,127122
10211,127123
102118,127124
102122,127125
102123,127126
102126,127127
102127,127128
102128,127129
102129,127130
102130,127131
102131,127132
102133,127133
102134,127134
102138,127135
102140,127136
102141,127137
102142,127138
102145,127139
102146,127140
10215,127141
102152,127142
102153,127143
102154,127144
102155,127145
102156,127146
102157,127147
102158,127148
102159,127149
102160,127150
102162,127151
102163,127152
102164,127153
102165,127154
102166,127155
102167,127156
102168,127157
102169,127158
102170,127159
102171,127160
102172,127161
102173,127162
102174,127163
102175,127164
102176,127165
102177,127166
10218,127167
102180,127168
102181,127169
10219,127170
102191,127171
102192,127172
102193,127173
102195,127174
102197,127175
102198,127176
1022,127177
10220,127178
102211,127179
102213,127180
102216,127181
102217,127182
102222,127183
102223,127184
102228,127185
102229,127186
10223,127187
102236,127188
102237,127189
102238,127190
102240,127191
102242,127192
102243,127193
102244,127194
102245,127195
102246,127196
102247,127197
102248,127198
102249,127199
10225,127200
102250,127201
102251,127202
102252,127203
102253,127204
102254,127205
102255,127206
102256,127207
102257,127208
102258,127209
102259,127210
10226,127211
102260,127212
102261,127213
102262,127214
102263,127215
102264,127216
102265,127217
102269,127218
10227,127219
102270,127220
102271,127221
102272,127222
102273,127223
102274,127224
102276,127225
102277,127226
102278,127227
102279,127228
10228,127229
102280,127230
102281,127231
102282,127232
102285,127233
102286,127234
102287,127235
102288,127236
102289,127237
102290,127238
102293,127239
102294,127240
102295,127241
102296,127242
102297,127243
102298,127244
102299,127245
1023,127246
10230,127247
102300,127248
102301,127249
102302,127250
102303,127251
102304,127252
102305,127253
102306,127254
102307,127255
102308,127256
102309,127257
10231,127258
102310,127259
102311,127260
102312,127261
102313,127262
102314,127263
102315,127264
102316,127265
102317,127266
102318,127267
102319,127268
10232,127269
102320,127270
102321,127271
102322,127272
102323,127273
102324,127274
102325,127275
102326,127276
102327,127277
102328,127278
102329,127279
102330,127280
102331,127281
102334,127282
102335,127283
10234,127284
102344,127285
102346,127286
102347,127287
102348,127288
10235,127289
102351,127290
102352,127291
102353,127292
102354,127293
102355,127294
102356,127295
102358,127296
102359,127297
10236,127298
102362,127299
102363,127300
102374,127301
102375,127302
102378,127303
102379,127304
10238,127305
102386,127306
102387,127307
102388,127308
102389,127309
10239,127310
102390,127311
102391,127312
102392,127313
102393,127314
102394,127315
102395,127316
102398,127317
102399,127318
10240,127319
102400,127320
102401,127321
102402,127322
102403,127323
102404,127324
102405,127325
102406,127326
102407,127327
102408,127328
102409,127329
10241,127330
102410,127331
102411,127332
102412,127333
102413,127334
102418,127335
102419,127336
10242,127337
102422,127338
102423,127339
102424,127340
102425,127341
102428,127342
102429,127343
102430,127344
102431,127345
102434,127346
102435,127347
102436,127348
102437,127349
102442,127350
102443,127351
102444,127352
102445,127353
102446,127354
102448,127355
10245,127356
102450,127357
102451,127358
102452,127359
102453,127360
102454,127361
102455,127362
102456,127363
102457,127364
102458,127365
102459,127366
102462,127367
102463,127368
102464,127369
102465,127370
102466,127371
102467,127372
102468,127373
102469,127374
102471,127375
102472,127376
102473,127377
102475,127378
102476,127379
102477,127380
102478,127381
102479,127382
10248,127383
102480,127384
102481,127385
102482,127386
102483,127387
102484,127388
102485,127389
102486,127390
102487,127391
102488,127392
102489,127393
102490,127394
102491,127395
102492,127396
102493,127397
102494,127398
102495,127399
102496,127400
102498,127401
102499,127402
10250,127403
102500,127404
102503,127405
102504,127406
102507,127407
102508,127408
10251,127409
102510,127410
102511,127411
102512,127412
102515,127413
102516,127414
10252,127415
102524,127416
102525,127417
102526,127418
102527,127419
10253,127420
102530,127421
102531,127422
102534,127423
102535,127424
102536,127425
102537,127426
102538,127427
102541,127428
102542,127429
102545,127430
102546,127431
102547,127432
102548,127433
102549,127434
102550,127435
102551,127436
102552,127437
102557,127438
102558,127439
102559,127440
10256,127441
102560,127442
102561,127443
102562,127444
102563,127445
102565,127446
102566,127447
102567,127448
102568,127449
102569,127450
10257,127451
102570,127452
102571,127453
102572,127454
102573,127455
102574,127456
102575,127457
102576,127458
102577,127459
102578,127460
102579,127461
10258,127462
102580,127463
102581,127464
102582,127465
102583,127466
102584,127467
102585,127468
102586,127469
102587,127470
102588,127471
102589,127472
102590,127473
102591,127474
102592,127475
102593,127476
102594,127477
102597,127478
102598,127479
102599,127480
102600,127481
102601,127482
102602,127483
102603,127484
102604,127485
102605,127486
102606,127487
102607,127488
102608,127489
102609,127490
102610,127491
102611,127492
102612,127493
102613,127494
102614,127495
102615,127496
102616,127497
102617,127498
102618,127499
102619,127500
10262,127501
102620,127502
102621,127503
102622,127504
102623,127505
102624,127506
102625,127507
102626,127508
102627,127509
102628,127510
102629,127511
10263,127512
102630,127513
102631,127514
102632,127515
102635,127516
102636,127517
102637,127518
102639,127519
10264,127520
102640,127521
102641,127522
102642,127523
102643,127524
102644,127525
102645,127526
102646,127527
10265,127528
102655,127529
102656,127530
102657,127531
102658,127532
102659,127533
10266,127534
102660,127535
102661,127536
102662,127537
102663,127538
102664,127539
102665,127540
102666,127541
102667,127542
102668,127543
102669,127544
10267,127545
102670,127546
102671,127547
102672,127548
102673,127549
102674,127550
102675,127551
102676,127552
102681,127553
102682,127554
102683,127555
102684,127556
102685,127557
102686,127558
102687,127559
102688,127560
10269,127561
102691,127562
102692,127563
102693,127564
102694,127565
102695,127566
102696,127567
102702,127568
102703,127569
102704,127570
102705,127571
102706,127572
102707,127573
102708,127574
102709,127575
102710,127576
102711,127577
102712,127578
102713,127579
102714,127580
102715,127581
102718,127582
102719,127583
10272,127584
102722,127585
102723,127586
102726,127587
102727,127588
10273,127589
102730,127590
102731,127591
102732,127592
102733,127593
102734,127594
102735,127595
102738,127596
102739,127597
10274,127598
102740,127599
102741,127600
102744,127601
102745,127602
102746,127603
102747,127604
102749,127605
102752,127606
102753,127607
102756,127608
102757,127609
10276,127610
102760,127611
102761,127612
102762,127613
102763,127614
102764,127615
102765,127616
102766,127617
102767,127618
102768,127619
102769,127620
102770,127621
102771,127622
102772,127623
102773,127624
102774,127625
102775,127626
102776,127627
102777,127628
102778,127629
102779,127630
10278,127631
102780,127632
102781,127633
102782,127634
102783,127635
102785,127636
102786,127637
102787,127638
102788,127639
102789,127640
10279,127641
102790,127642
102791,127643
102792,127644
102793,127645
102794,127646
10280,127647
102812,127648
102813,127649
102814,127650
102815,127651
102820,127652
102821,127653
102824,127654
102825,127655
102826,127656
102827,127657
102828,127658
102829,127659
10283,127660
102830,127661
102831,127662
102832,127663
102833,127664
102836,127665
102837,127666
102838,127667
102839,127668
10284,127669
102840,127670
102841,127671
102842,127672
102843,127673
102846,127674
102847,127675
102848,127676
10285,127677
102850,127678
102851,127679
102852,127680
102853,127681
102854,127682
102855,127683
102857,127684
102858,127685
102859,127686
10286,127687
102860,127688
102861,127689
102862,127690
102863,127691
102864,127692
102865,127693
102866,127694
10287,127695
102893,127696
102894,127697
102895,127698
